language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66
malu1245,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,x,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,x,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maee1241,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,d,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
lete1241,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,i,-,-,-
labo1244,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,l,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,n,o,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,n,o,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,n,a,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,n,a,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,n,-,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,3,-,m,e,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,n,o,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,b,i,y,l,i,y,n,v,a,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
niti1249,-,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,b,-,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,-,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,b,-,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
axam1237,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
axam1237,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
avok1244,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
avok1244,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mask1242,-,k,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,E,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mask1242,-,k,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,E,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,n,a,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,-,i,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,-,i,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,-,i,-,-,-
bwen1239,-,n,E,n,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,n,E,n,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navu1237,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tial1239,n,-,-,-,p,-,-,-,-,-,-,-,-,a,-,o,-,n,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
akei1237,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,u,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
fort1240,a,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
fort1240,a,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
wail1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
wail1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mere1242,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,u,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tolo1255,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,a,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tolo1255,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,a,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
vuna1239,-,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
valp1237,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
piam1242,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
tasm1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,s,i,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
noku1237,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nara1263,a,n,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nara1263,a,n,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
moro1286,a,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
moro1286,a,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ambl1237,a,n,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,b,-,n,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ambl1237,a,n,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,b,-,n,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tamb1253,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tamb1253,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tang1347,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1347,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malo1243,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malo1243,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arak1252,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arak1252,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tutu1241,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tutu1241,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mafe1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mafe1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
east2443,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2513,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2513,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
cent2058,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,i,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
baet1237,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mari1426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
rori1237,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leha1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
